node_id	feature(feature_amount:931)	label
1573	92,138,521,562,724,818	3
3298	77,92,127,138,334	3
1836	92,49,132,138,499,521,588	2
778	521,285,625,394	3
5423	92,149,138,521,736,865	3
2052	92,111,132,138,357,369,372,387,521,558	4
5999	10,258,263,271,276,267,268,521,765	4
7099	173,596	0
4091	55,61,481,331,901	1
1629	92,138,521,539	1
3379	92,138,521	1
5715	46,92,134,447,325,851	4
1531	569	4
815	92,138,521,626	1
189	138,132,92,704,491	1
4215	92,132,138,252,521,737,748,895	1
2366	80	2
425	61,80	0
4577	823	0
844	60,77,78,46,84,85,92,102,116,124,142,144,189,220,356,391,448,521,686,864	4
7045	521	4
5419	521,575,476,477,478,576	4
1340	11,39,188,205,206,207,233,356,369,381,385,387,448,507,512,585,811,834,873,433	4
4422	92,111,138,521,539,637,46	4
5183	92,132,121,138,290,518,628	4
4970	92,132,138,521,582	3
6175	92,138,521	4
6420	92,49,130,138,278,499,496,521,570,704,816	3
2375	369,385,387,390,521,670	4
4435	92,129,138,252,499,521,677,49	4
5868	138,92,521,721,210,918	1
5085	92,138,142,351,410,155,271,260,263,264,273,268,558,591,791,833	4
943	144,92,138,106,12,320	4
619	80,92,106,133,138,144,448,521,634,787,881	4
3942	229,235,234,236	0
2027	258,268,270,263,423,521	2
3958	21,25,123,139,291,414,521,46	4
1105	361,387	3
1944	92,132	0
7419	92,521,583,763	2
3529	92,138,492,521	3
5050	521,369,384,385,387,522,534,282	4
1472	60,84,91,92,116,128,144,252,521,677	4
3483	441	3
6027	39,911,188,348,349,18,238,854	3
6802	931	1
494	521,361,369	0
2237	369	1
4618	176,173,319,297,55,558,685,212	2
267	92,132,334,531	1
3067	369,387,521,672,375,486	3
4111	521,813,825,827,828	3
5941	132,92,138,704	1
2236	521,617,918	0
6396	92,149,138,356,528,570,618,873	4
7353	229,236,521,651,825,828	1
1548	521,92	3
1493	521,522,387,369	1
558	92,127,918,409,105,884,539	2
4794	21,22,92,133,138,521,769	2
4858	129,132,92,138,867,521	2
601	89,92	1
6580	521,173,177	0
3623	92,55,129,481,516,138,521,582,920	4
6658	15,92,138,144,194,197,281,356,439,650,521	4
3143	92,138,121,745	1
5065	21,92,98,103,521,615	2
6280	92,521,690	1
5194	92,138,144,420,521,704,847	1
5659	138,521,626	1
524	92,120	3
4288	102,124,521	4
4471	361,672	4
1452	521,289,92,111,132,138,834,356,873	4
359	931	1
1978	92,138,521,611	1
7282	263,268	1
5857	92,127,132,241	2
3228	263,652,245	1
7284	521,61,144	2
7442	92,127,469	0
1880	363,369,387,521	4
4903	138,668	3
4077	385,387,521	2
3745	132,138,318,570,593	2
5211	92,138,330,570,880	2
5088	132,92,138,901,906	1
4552	92,138,506,521	1
1747	92,138,570,615	2
4824	521,546,92,138,139	2
119	18,350,127,918,138,290,854,92	3
4035	270,521	3
4374	26,345,869,521,553,775,354,566	4
3886	92,138,347,356,521,603,865	3
6817	92,77,46,85,138,521,755,905	2
2094	188,369,387,385,521,672,377	4
4053	92,138,456,521	3
6018	42,92,476,138	3
4317	92,132,901	3
6753	521,728,356,570,92,138,80,49,162,138,499,500,278	4
7281	92,138,240,331,559,250,67	4
5338	92,132,521	3
2205	521,177	1
5504	92,132,503,521,535,570,704	1
4792	521,60,21,26,70,92,123,139,540,705,736,53	4
7253	11,188,342,369,385,387,507,834	4
4268	92,111,138,356,608,660,700,873	4
1940	21,92,49,138,481,817,215,252,453,499,496,521,677,785	4
3325	92	1
1617	263,267,268,435,521	3
5055	92,138,521,737	3
54	92,127,570	0
3969	92,129,311,521	3
670	92,138,469,521,625	1
1742	77,92,138,252,521,539,621	1
4205	92,138,144,481,521,728	3
5691	369,387,385,390,834,362	4
468	173,177,521,753	2
2270	92,138,473,521	1
3664	92,90,138,55,591,469,252,926,665	4
2175	334,361,369,653	2
2891	92,138,867,521,593,80,724	3
5069	92,138,342,523,677	3
805	521,858,844	4
5382	129,138,521	2
5603	698,295,92,138,142,521	1
2267	521,92,138	1
823	263,268,521	1
3896	521,287,462,461,279	4
589	92,49,138,144,252,355,499,521,677	4
3134	92,521,530,604	2
6966	92,138,355,451,521,531,611	4
4728	92,138,481,864	2
3922	88,92,132,138,503,521,645	4
5284	80,138,144,252,521,733	4
6496	92,138,521	0
6712	931	0
3394	92,138,521	3
6204	77,92,138,144,521,554	2
4821	521,77,138,417,92,741	2
2268	18,92,127,546,854	0
1217	236,521	3
2344	92,138,312,521,539	2
6862	92,521	2
703	92,138,160,521	0
286	393,521	3
6493	92,49,138,420,428,422,430,657,793,499,521	4
4483	521,129,92,138,621	1
3216	92,56,138,521,703	3
6165	684,531,92	0
6482	92,342,740	1
2190	92	3
825	521	4
1271	80,521	3
2875	521,90,77,138,92,142,468,412	3
2775	16,10,34,60,89,91,92,18,246,203,296,349,854,357,830,578,49,499,677,874	4
6475	60,80,81,92,49,102,112,128,133,138,144,499,497,500,501,561,570,569,615,923	4
5111	521,279,462	4
1736	92,138,144	0
6622	440	2
493	369,387	3
7080	92,132,138,144,521,582,597	2
5945	931	3
3270	60,88,92,91,49,132,138,499,194,203,252,550,499,816,817,677,834	4
1308	92,111,132,138,212,481,513,704,728,873	4
5558	369,521	3
7145	77,92,138,252	3
1473	521,348,385	2
5570	92,138,521,684,836,531,562,699	3
7387	21,92,252,687,738,895,925	4
2930	92,127,452,663	0
1379	92,518,326	4
1151	92,122,121,138,570,704,337	3
6157	521,576,672	0
4874	80	0
101	89,92,155,591,660,791,865,87	4
4778	92,138,481,521,625	4
2777	92,138	2
5778	521,183	3
4597	92,138,205,473,50,320,311	3
1685	521,129,61,138,665	1
1026	90,92,138,142,144,521,618	3
1619	521,399,293	3
3846	92,49,138,499,521,704,886	2
1241	60,85,91,92,132,137,331,660	4
4535	129,138,92,521,700,524,778	2
190	271,258,263,268,521,765	2
5622	521,857	3
5302	21,92,138,469,521	4
6729	92,138	1
1138	92,252,521	0
181	169,173,167,177,179,685	4
3272	481	2
6450	92,138,142,252,521	4
1900	361,369,385,387,521	0
2862	21,92,138,531,684	1
5546	521	1
459	92,138,521,927,582	3
4135	92,129,138,521	2
5964	92,129,138,570	0
5164	369,385,387,381,390,165,834,814,418,522	3
6733	21,23,60,78,91,116,124,394,521	3
6964	521,487,488	1
4165	92,111,138,144,161,355,726,831,873	3
4619	263,268,434,437,521,640	4
4928	92,144,163,252,286,519,1,521,557,677	2
5368	91,92,138,521,738	4
6557	21,92,111,132,138,323,583,873	3
4227	909,911,913	1
5742	92,49,133,138,144,252,451,500,778	4
2402	92,55,469,521,540	4
6708	21,92,138,521,704	1
1837	521,673,267,268,263	2
3411	92,205,206,521,546,666,894	3
2457	521,138,144,142,49,611,499,531,5,569,720	3
1726	92,132,138,481,491,521,593,724	2
525	92,697,559	0
3317	521,572,573	2
1361	369,387	2
2136	61,92,127,138,15,337	2
5460	472,521	4
6002	37,369,387,390,521,654	3
4561	521,129	0
4037	144,738	2
794	92,132,138,326	2
5387	521,90,491,92,55,138,456,535,158,660,865	4
1350	138,129,142,521,564	1
6756	521,828,825,827,829,834	0
1592	488	1
2351	92,49,138,481,499,521,743	3
400	92,56,138,252,861,307,578,908,481,521,677,743	3
1622	21,92,138,521,474,663	2
7563	173,177,685,433	3
2761	931	3
5870	144,92,318	2
7154	144,21,92,138,546,521,787	3
2138	21,92,521,649	3
6222	132,92,127	3
6332	364,369,387,521	3
5839	92,138,521,736,865,896	2
2650	521,593,138,724	0
3604	95,260	3
6342	21,521,705	3
2276	521,364,369,367,387	1
5339	92,138,77,46,306,777,865,521	4
6863	21,460	4
3738	92,49,138,499,521	1
3934	122,139,141,144,516,521,637,907	4
4550	21,138,521	0
7150	918,138,92,621,539,105,52,320	4
1958	60,77,78,91,92,138,144,550,252,291,521,677	4
5784	92,132,138,144,521,635	1
5169	21,74,22,92,53,133,138,521,769	4
4170	92,129,138,295,521,656	2
6219	127,92	2
4498	92,132,138,570,754	3
4733	369,381,387,384,521	1
6740	92,138,521,542,727,588	3
7339	92,348	0
4159	92,138,865,925,189,521	1
7309	92,138,830,491,600,760	3
1709	15,92,129,392,521,563,821,924,926	4
259	521,428,422,499,532	1
437	92,521	0
96	92,138,344	4
1805	92,127,138,242,342,582	2
4479	92,336,570	2
1795	521,92,138,740,770,417	3
2035	225,521	0
7139	521,6,188,195,201,374,378,356,476,477,478,369,385,387,670,39,811,814,834	4
3384	361,521	2
2315	521,828	1
7321	46,92,189,481,521,660,865,888	4
6240	92,138,521,633,865	3
6909	521,138,92,89,635,46	2
2459	469,895	3
1840	48,92,138,474,521	3
3046	476,493,638,631	4
2904	40,338,369,370,387,558	4
4856	263,267	2
5724	246,357,369,387,558,320,339	4
1392	92,166,448,521,685,392	4
6700	48,105,525,805,830,299	4
3899	61,128,927,704,521,570,675,681	3
2445	13,92,90,132,138,521	3
1273	92,138,469,521	1
6602	77,92,138	4
5994	591,508,521	3
1955	823	1
6972	369,387,390,716,521	1
5627	92,111,132,558,672,768	1
6199	138,92,675,918	2
4742	92,138,521,726	1
922	92,758,864	2
3961	521,928	0
6809	80,92,95,111,132,138,451,521,577,906	3
2503	521,90,149,412,481,570,615	4
1163	92,55,138,521,531,746	3
2972	92,111,132,138,91,116,542,252	2
656	92,138,521,704	1
1794	9,170,172,173,174,219,311,448,521,581,685	4
2515	92	2
3100	92,138,132,295,344	2
4188	92,138	1
3170	2,3,4,809	4
2247	39,165,188,232,369,372,381,385,387,390,521,581,586,811,814,834	4
3693	92	2
2685	369,387,672	3
2468	15,92,138,144,132,49,499,521,593,821	4
2227	225,521,37	1
396	92,409,94	2
7109	138,77,92,521	2
174	138,361,92,18,357,915,776	3
839	521,92,130,138,704	3
3234	402,403,928,521,849	2
5393	90,92,138,212,447,521,570,578,513	4
2248	92,94,129,138,148,49,252,591,677,886	3
4945	92,138,252,521,677	4
6356	92,138,55,521,690,769	3
6049	77,92,138	2
420	92,138,928,521	0
3716	521,752,911,912,913,914,39,811	1
264	61,901,41	1
6012	263,268	2
2093	92,138	0
7390	92,138,121,205,295,481,630,873,334	3
4737	308,521	4
2307	425,657,548	1
2016	77,138,144,252,521,677,62	3
6636	138,521,706,574	1
4563	25,123,521,700,164	1
6121	89,92,117,393,521	4
5586	92	0
2342	334,92,55	4
6207	92,129,138,144,521,593,616,820	3
5022	263,521,928	0
7494	92,129,138,323,554	3
1868	92,111,132,138,334,615,675,873,901	3
3771	21,92,138,66,756	3
983	521,369,387	2
4691	931	1
6706	132,138	0
3220	60,77,78,91,92,138,865,144,521	4
678	92,521	0
4063	92,132,138,348,871,873	1
2079	32,361,387,385,381,390,369,834,814,811,521,214,213	3
3737	21,22,80,92,138,724,521	3
4739	369,385,418,387,39	4
3457	21,77,92,129,138,144,348,356,439,544,570,701,873	4
4130	521,387,385,369,459,711	3
4675	361,364	2
1047	61,138,453,611	1
1749	21,559,138,92	0
2814	229,334	1
6400	521,89,61,669,791	1
5203	92,49,138,252,521,608,677,919	3
2687	92,138,521,864	2
384	245,316,361,369,385,387	3
5248	92,138,132	4
584	323,912,911	3
6168	263,268,521,154	2
6576	521,32,188,294,356,434,586,825,828	4
1424	471,472,455	4
1155	521,169,173,685,177	4
1823	91,92,111,122,704,48,446,481,480,128,341,901	4
3720	32,92,111,121,138,144,57,348,356,453,731,873	4
1715	521,21	0
4501	385,369,387,36	2
6985	92	1
2727	146,472,106,229,241,334,471,558	3
1166	334,815	0
5198	911,913,914,39,916,521	4
7024	21,127,129,132,241,334	3
3975	92	1
4136	815	2
6824	385,361,369,558,334	2
5288	521,92,138,615,15	0
4628	63,80,92,100,126,133,138,139,298,415,481,499,500,521,570,605,621,704,140	4
5205	21,22,80,92,138,521,539,831	3
6466	369,387,385,363,381,521,862	2
6243	138,92,704	0
4521	369,385,387,521,522	1
780	92,138,521,712	0
7135	92,111,132,138	0
7054	152,369,385,334,387,390	4
2546	521,92,138,196,541,544,562,578,691,844,893	4
4251	521,857	3
3849	77,92,138,521,608	3
7246	369,387,521,672	1
360	92,138,521	2
5852	268,263,521,620	2
1546	521,92,132,138	4
4418	263,268,255,772	2
2711	536,537,521	1
4865	92,49,132,138,356,499,521,570,820,903	4
3300	80,92,95,110,138,270,252,251,254,271,264,313,451,548,558,677,782	4
5040	369,387,342,305,20,188	3
1388	92,53,138,217,146,521,704	1
7286	334,92,127	3
103	342,92,337	1
7069	521,92,138,144,602,545	4
768	138,21,521,625	1
1134	92,138,521,570	1
1246	138,521,129,736	1
3608	521,21,70,92,118,142,144,155,211,513,562,591,633,762,802,866,925	4
6291	77,92,138,217,521,781	3
1099	361,263,268,521,716,761	2
2847	242,127,690	3
2655	521,61,615	1
1589	521,476,478,631	0
4177	369,387,521,534,614	4
6803	37,369,387,521	3
2832	138,521,725	2
4185	92,94,50,116,357,908,138,521,898	4
1728	521,618,80,138,468	2
2852	92,138,521,77,295,698,149	3
1528	129,138,491,481,139,140,311,521,562,840	4
4743	521,81,91,92,49,133,138,500,499,817,816,149,561,922	4
1676	92,138,12,521	1
1021	60,875,91,92,111,506,350,18	3
2723	90,92,194,197,200,208,209,351,410,447,521,541	4
2869	92,127,194,242,724,337	4
2262	92,138,521,704,491	1
3417	144,521,633	2
6001	92,521,771	2
3313	521,911,909,913	0
6950	10,92,132,138,356,563	3
1873	361,672,40,521,928	2
6115	29,92,138,312,521	2
2710	92,127,132,531,677,622	4
860	34,77,92,138,252,677	3
62	80,92,129,138,144,106,246,356,331,880,917	4
6034	521,92,138,615	1
2849	92,127	0
1594	92,138,127,132,593,822,728	1
4839	92,130,161,138,306,591,677,833	4
1034	521,19,55,591	2
764	92,138,521,559,712	1
557	132,92,138,558	0
5836	399,407,521,784	4
4926	92,138,144,521	2
7541	521,61	1
4985	77,92,49,138,499,521,689	2
4151	92,138,521,446,481,559,577	4
6071	27,21,92,111,138,344	3
113	80,92,127,132,334,452,830,824,825,827	3
2586	15,92,138,521	1
5462	369,387,521	3
1985	92,138,56,521,677,836,877	2
5264	80,133	1
6542	21,92,138,521,546,747	2
2746	263,255,268,270,521	1
5613	77,92,49,138,499,521,570,689,704	3
2636	77,92,138,142,450,521,808	4
2442	92,138,491,605,568,776,570	4
6353	92,521	3
7008	92,49,138,499,521,615	0
2874	521,35,387,188	4
7202	92	0
3762	521,527	2
2191	521,61,148	1
949	138,439,602,521,895	2
3095	21,785,92,129,138,521,726	4
6988	521,361,369,387,385,371,522,814	3
2677	428,429,521	3
5723	92,138,252,286,397,521,713	1
6682	92,138,521,660	1
349	92,132	0
2957	263,261,256,268,521,765	3
2958	92,138,890,356,481,521,539	4
5795	92,132,138	0
5543	308	0
5037	77,138,58,141,155	3
1999	77,92,138,252,713	3
6113	369,372,384,385,387,522	4
3757	488,489	1
4703	70,92,138,356,925,880,895,250,637,830,539	4
3986	521,672,361	3
5298	80,92,49,132,138,144,356,499,500,521,677	4
3391	521,361,387,614	2
1223	263,521,640	1
6968	521,90,92,648	2
7476	521	2
2818	263,268,521,761	4
82	92,129,138,521,648	2
5903	92,127,21	2
1111	66,71,80,92,132,138,278,451,481,745,897,922	4
1481	521,61,92,138,562,762	1
5449	409	3
202	92,138,90,728	2
5278	254,264,255,558,626,761	4
1947	229,335	1
1825	229,235,236,315	4
5458	704,91,111,132,92,138,901,570	2
2412	292,51,447,704,681,333,776	4
1108	92,138,144,320	2
361	92,111,129,348,740	2
1814	60,77,78,91,92,116,138,252,570,521,291	4
5034	384,385,387	3
974	369,387,521,607	4
5129	92,127,474	1
6340	173,177,521	1
3928	294,361,364,386,470,376,521,214,213	4
402	402,403,400,849,521	2
4017	77,92,111,138,144,521,778	3
6835	44,263,268,521,765	1
2367	521,92	1
1267	447,92,101,55,77,138,481,521	4
3436	80,690,521	0
5137	77,92,138,12,521	3
570	92,55,491,138,285,521,615	3
1281	37,92,138,574,870	1
4480	369,385,11	4
2036	92,138,252,521,738	2
6906	931	3
4710	138,521	1
5628	127,92,409,242	3
7452	369,387,385,384,521	0
505	12,144,315,625,469,92	1
5753	77,92,49,138,144,188,252,311,499,521,677	4
622	21,101,129,132,138,570,701,770,92	3
2654	85,397,92	4
1809	92,138,295,453,521,630	3
6515	92,77,127,138,704	2
4402	92,138,278,356,491,61,521,570,615,850,861	4
2871	4	0
7584	385,369,387,390,294,521	4
4820	92,129,138,458,481,521,615	3
3041	521,113	3
3695	201,331,537	4
682	521,92,138,141,144,474	3
840	334,91,61	1
5956	173,176,177,229,234,235,236,499,521	2
5163	385	0
3022	21,91,49,111,132,138,215,296,334,320,325,348,356,499,509,579,609,851,871,873,17,28,511,212	4
2879	169	0
1500	92,138,344	2
1	77,92,138,570,615,491,61	3
5017	92,138,306,521	3
6172	294,369,385,387	1
7143	476,477,478,336,631	3
5893	92,138,621,80,252	0
4883	92,844,129,138,521,621	2
6167	369,387,379,330	4
5883	225,229,337	2
5299	37,92,132,138,121,357,369,385,387,381,372,834,558,522,873	3
3061	92,132,712,559	2
7271	219,369,384,385,387,521,581,586	3
2029	92,138	2
3863	428,420,718	0
2840	387,385,381,521,632,811	3
7407	92,132,138,706	2
2634	59,92,122,138,144,864	4
3869	259,831,640,928	3
2440	61,263,268,267,260,329,704,765,918,254	3
5176	92,138,144,539,637	2
1509	59,60,71,92,102,138,144,163,252,433,494,521,677,886,513,514	4
3208	92,138,456,521,570,615,798	2
838	80,92,55,133,138,288,491,517,521,570,728	4
2228	92,55,481,521,633,865	3
6357	476,478	2
134	92,104,357,420,908,132,138,194,241,319,356,505,677,915	4
950	443,441,521	0
5287	521,263,268,468,467	3
2647	348,369,387,385,390,811,814,834,521,672,873	2
906	92	1
3831	551,919,521	2
2785	92,49,132,138,499,521,530,604	3
2857	271,268,715,260,255,580,343	3
3666	92,132,138	2
5815	92,138	1
6229	521	4
1578	369,387,367,368,380,521	4
5534	369,387,418,581,672	3
4495	77,92,138,660,54	3
6625	369,385,193,226,14	3
1597	18,92,106,132,138,246,313,417,853,854,881	4
4487	92	0
5233	68,85,92,138,142,447,521,736,821,822,865	4
1181	287,361,521,14,236	2
3450	92,127,582	0
3850	46,58,92,132,357,206,530,531,611,927	4
1753	77,92,306,208,481,521,677,817	4
583	521	4
1022	92,55,307,328,339,481,615	4
6884	92,127	0
7156	223,229,521,672	2
6350	263,268,435,521,694	3
2454	263,268,558	3
1123	90,92,138,337,357,481,554,574,822	4
3476	738,92,138,844,18	3
4625	931	3
2316	400,402,849,403,405,521	3
7429	184,185,767	2
3161	92,138,334	3
6509	521,92,129,778	1
7123	521,675,396	4
799	66,80,92,138,619,902,289	4
2147	521,909,910	4
1433	521,838	2
775	40,369,385,387,521	4
5946	80,92,94,49,122,139,337,445,499,500,567,704,901	4
2305	92,132,138,499,615	1
5701	481,92,138,77,78,60,521,252,713	2
2067	18,92,918,240,854,350	4
3410	92,138,252,456,521,535	3
2549	369,385,387,390,521,672	3
2143	478,476,638,521	1
2905	61	0
4800	53,570,615,869,595	4
5828	61	0
2938	521,80,92,95,144,252,451,479,713,895	4
2821	225	1
3882	21,92,111,132,138,348,582,873	1
5874	521,279,462,287,461	4
6374	18,92,138,106,205,206,417,853,855	4
4108	931	0
990	521,776	4
4528	92,138,503,521	1
7149	334,229	0
6997	89,138,802,591,866	2
2030	77,252	3
5308	487	4
6467	369,387,385	3
7207	4,91,396	1
6986	263,268,521,273,277,761,499	0
5559	92,127,159	0
3018	441,92,442,446	4
1986	364,388,369,581,338	4
3909	521,77,92,163,558,895	1
7543	16,334,369,387,522	4
2599	92,138,144,521,558,447,149,878	2
735	21,77,89,92,138,521,554,605,776	4
2756	521,749,858,859,860	4
2189	92,409,138	0
1230	92,144,521	0
211	92,138,250,521,677,886,924	4
5130	521,49,499,92,106,113,138,704	2
2107	325,92,138,90,562,699,736	3
7597	931	2
7474	263,268,270,521,761	3
5625	92,121,132,138,193,195,323,796,798,799,800,882	4
6371	342,127,92	3
3868	92,263,138,268,132,267,254,765,558,521	3
5820	92,138,521,541,691	2
1943	184,185,499	2
6197	21,132,92,138,325,625,469,579	3
1046	92,91,60,747,331,244	4
4363	641,865,92	1
372	60,77,78,85,92,138,144,582	4
4931	428,17	2
378	21,90,92,138,521,677,785	2
5832	92,127,321,473,901,244	3
4176	575,334	3
4789	92,127,329	1
1102	92,132,412,521,570,615,491	2
6092	521,77,92,138,570,895	1
6971	92,77,132,138,481,491,521,770	4
6913	252,77,92,138,144,521	2
653	21,92,132,138,348,843,873	4
3166	521	0
3590	521,487,844	4
1066	92,138,252,460,781,886,918,417	4
1434	92,138,77,521,73	0
2683	92,846,847	0
1310	92,138,252,268,263,521,761	3
2335	92,132,138,704,570,460	3
3549	92,138,314,562,491	2
5954	361,369,383	2
1290	92,138,49,704,334	2
4193	363,369,521,672	0
6417	521,188,206,294,369,385,387,390,36	4
6922	92,138,521,724	1
1876	53,92,138,133	2
5135	521	3
1767	92,49,111,132,138,417,499,570,704	2
2199	60,73,91,92,49,132,138,296,499,502,630,668	3
3474	92,138,144,769,906	1
6376	931	0
3180	845,521	2
3704	309,68,92,722,521	3
2999	228,320,369,387,385	4
4324	92,132,319,681,710	4
5929	60,91,128,447,116,248,449,480,481,331,787,874,875	4
5026	931	1
1278	80,92,138,144,521,530,604	2
2472	92,138,521	1
4811	369,385,229,235	2
2663	92,132,570,722,18	4
3236	90,92,139,469,521	4
4916	334	1
3628	21,92,205,206,207,311,356,521,615	4
1974	90,92,138,521,677	2
1044	92,138,197,521,704	3
6798	521,690,138	1
81	369,385,387,390,521,811	3
2008	677,491,570,92,138,128,648,85,553,675	1
4877	92,132,138,615	1
3304	48,80,92,521,531	4
3585	521,571	3
6434	521,582,138	0
4276	385,369	0
890	138,92,704,55,521	0
3861	92,138,473,892,918	3
630	369,385,294	4
1850	92,138,208,21,504,189,319,242	4
5305	263,268,521,765	0
6925	21,30,92,138,325,356	3
2264	92,138,144,356,42,688,531	4
6141	92,138,521,703,903	1
3466	369,390,459,521	4
1294	92,138,521	2
6689	315,626,582,92	2
4637	92,864	1
4899	21,92,138,463,521,660,865	4
6686	258,765	1
595	387,384,485,534,521	4
2653	92,129,138,521	0
7251	92,127,481,625	3
5509	77,92,138,521,570,704	2
4707	92,90,138,292	2
5485	931	0
5011	521,651,813,825,827,828	3
5463	60,92,102,448,521,633,865	4
6336	21,92,111,132,138,463,503,521,530,604	2
1487	21,92,148,129,138,144,306,473,521,554,662	3
2766	92,138,704	0
6960	328,92,127,242,298,15,420,481,901,250	3
4725	127,92,242	3
4502	521,92,138,161,220,491,794	1
4311	534,913,911,814	2
7509	521,537	4
3120	60,91,92,125,395,521,553	1
579	38,369,381,385,387,390,811,814,834	4
4142	21,92,93,138,521,539,46	3
3278	66,92,521,603,865	1
5638	80,92,138,12,21,22,74,356,337	4
6662	77,521,46	1
6543	92,132,21,138,144,521	2
4087	61,529	1
934	369,521,672	0
3422	40,348,357,369,370,372,385,387,390,198,209,294,505,522,528,558,811,873,882	4
903	263,268,434,521,673	4
6631	92,554	1
7063	92,132,350,18,704,855,41	3
6550	61,334	1
2062	92,49,129,138,499,521,776	1
6575	92,132,55,138,356,196,491,61,517,521,562,605,704,818	4
7571	352,353,18,854,350	2
6714	369,387,521	1
2623	385,369,522	2
4481	92,132,301,847,481,320,562,693	4
5345	184,185,521,926	1
3049	92,138	3
5322	92,491,521,570,696	2
3370	9,112,84,448,395,494,594,558,760,820,521,920	4
5484	254,260,263,256,268,453,521,715,621	4
1378	6,7,60,77,92,127,199,356,615,106,830,901,46	4
6260	92,132	1
5892	92,138,439,521	2
6855	193,226,369,383,385,672	4
5495	138,144,656,521,46	4
5501	521,173,176,294	2
4895	195,206,303	4
6220	92,138,570,704,677	4
2292	521,92,90	2
2494	92,138,506,521	3
4235	521,544,825,829,828	3
1972	16,55,243,334,466,464,558	4
241	71,77,92,100,104,138,144,521,780,619	4
3155	521,92,132,138,664,841	1
3991	92,120,717	2
6067	90,92,138	1
3829	92,111,331,722	2
2835	361,369,334	3
4924	80,94,136,133,140,100,830,593	4
729	229,521,672,653	1
1669	373,718	2
2706	92	0
2651	428	0
6640	21,92,53,320	3
2809	521	2
2605	21,138,252,433,513	2
2165	77,49,132,138,484,482,499,521,630	3
2522	228,369,387,385,834,672	4
4379	521,294,296,385,387,369,358	3
587	263,673,320	3
3428	111,138,92,288,456,348,704,873	1
2256	92,132,138,144,521,558,858,859,860,861	4
6667	92,138,409	2
4765	77,92,138,615	3
6989	92,138,521,684	3
2888	387,369	2
3385	357,92,420,481,710,322	4
888	440,521,903	1
208	92,132,356,873,420,307,357,369,370,385,518,512,558,882	4
10	521,225	1
4183	320,92,127	0
746	92,138,521,625	1
1338	521,60,55,92,391,448,490,562,552	4
1078	92	0
7439	521,21,80,138,899,705,562,818	1
2508	521,676,927,92,132,138,252	1
2806	77,78,92,129,138,144,530,604,743	3
958	92,49,138,499,816,521,704	4
5222	92	1
1561	92,138,521,633	2
89	12,76,92,129,96,521	4
2042	522,369,385	0
4010	428,422,149,18,212	2
3459	92,132,138,12,348,645,831,873	4
2306	229,231,435,521	3
7215	521,212,393,89,513	3
3126	361,521	2
4316	521,369,387,654	2
7472	92,138,334,881,918	4
2467	21,92,138,521	1
3547	666,92,132,138,320	1
6901	92,138,521	3
2820	225,236,243,18,349,229,671,854,486	2
2019	203,367,368,369,521	4
7	12,92,132,138,144,491,625,831,142	4
6541	92,121,138,331	3
6589	521,138,719,142	2
565	92,127,132,352,240	3
4156	356,476,478,493,521,638	3
2838	521,77,627	1
7264	92,138,770	1
3766	77,78,92,138,191,0,521,865	1
4862	92,49,111,132,138,356,521,570,582,642,704,757,770	4
2341	92,138,319	2
1175	84,91,116,111,132,138,875,924,491,149,562,552,92	4
4015	342,61,132,92,127,138,12,918,901	3
472	60,102,132,138,252,503,521,781	4
7462	334,369,381,385,387,245,282	3
345	521,841	2
3261	92,138,132,144,615,80,49,500,331,872,901	4
7254	188,369,358,390,387,385,834,499,512,518,521,581,509	4
2149	931	2
1065	61,127	1
2720	369,387,522	1
2759	92,252,521,351,357,677	3
4560	92,129,138,521,688,417	3
538	46,138,521	4
7074	472,455,928,521	3
4287	334,61,92,127	1
1413	92,127,704,778,901	2
6732	92,49,132,138,201,292,499,521	3
1981	521	3
4626	931	2
7208	363,369,521,672	4
6945	21,92,138,521,677	4
1707	263,521,756	4
6306	72,92,138	2
4876	92,138	1
2288	521,369,385,387	3
2252	521,92,138,704	1
1708	931	2
7189	572,573,521	2
98	60,77,78,92,111,55,147,521,570	4
4734	369,376,387,521,671	2
2578	21,92,129,138,281,521,755,768	4
4024	92,138,205,133,901,74,49,80,499,500,240,704,821,448	4
7144	258,263,268,270	3
192	72,92,132,138,521,675,704,728,850	3
3775	34,92,138,142,187,521,570,615	4
6867	92,138,144,521,677,559	1
5153	144,139,521	3
1824	92,521	0
3152	92,420,456,521,677	2
7383	61,92,138,144,521,103	2
6644	263,268,436,438,521	2
7364	60,21,27,111,102,329,902	4
4401	521,92,107,138,546	3
695	92,55,481,491,521,531,688	3
6646	7,59,60,77,78,85,91,92,54,137,252,250,505,521,741,447	4
3336	521,92,450,173,175,177,690	2
899	73,91,92,132,138,60,491,521,608,615,250	4
207	92,138,474,712	2
6345	521,7,456,92,77,457,481,847	3
2917	92,55,138,830,243,250,901	4
482	225	0
4598	77,92,49,447,138,141,252,499,521,778	3
693	60,84,92,138,521	2
6130	91,92	2
1055	92,138,521,570,852	1
4872	92,138,822,271,259,264,272,270,286,784,521,558,594,620,640	4
3324	583,92,138	1
2827	173,171,170,521,596	2
118	92,521,570	0
114	369,385	1
3525	92,138,237,295,873,927	3
7405	80,95,138,521,831,865	2
4718	369,358,385,387,390,381,165,436,499,585,834,522	4
1901	92,132,138,290,521	1
7569	639,825,827,828,826,829,165,834,814,811,586,486	3
4954	369,387,521	2
